dataset,split,input_path,target_path,category,illumination_level
ex_dark,test,data/raw/ex_dark/bicycle/2015_00001.png,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00002.png,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00003.png,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00004.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00005.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00006.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00007.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00008.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00009.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00010.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00011.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00012.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00013.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00014.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00015.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00016.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00017.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00018.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00019.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00020.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00021.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00022.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00023.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00024.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00025.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00026.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00027.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00028.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00029.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00030.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00031.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00032.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00033.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00034.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00035.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00036.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00037.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00038.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00039.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00040.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00041.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00042.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00043.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00044.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00045.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00046.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00047.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00048.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00049.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00050.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00051.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00052.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00053.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00054.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00055.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00056.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00057.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00058.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00059.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00060.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00061.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00062.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00063.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00064.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00065.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00066.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00067.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00068.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00069.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00070.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00071.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00072.jpg,,bicycle,
ex_dark,test,data/raw/ex_dark/bicycle/2015_00073.jpg,,bicycle,
